Electronics,Programming,Database,Data Science,Mathematics,DSA,Student Name
52,53,88,80,74,98,Student7191
45,16,44,12,97,27,Student7192
45,41,3,14,78,98,Student7193
55,53,88,76,33,62,Student7194
94,67,7,7,97,32,Student7195
45,12,76,57,71,11,Student7196
6,92,20,58,84,82,Student7197
49,93,48,60,48,83,Student7198
96,47,52,69,23,39,Student7199
79,76,29,72,87,24,Student7200
93,53,29,41,41,42,Student7201
76,96,66,72,2,49,Student7202
61,46,38,64,27,47,Student7203
22,19,81,68,89,29,Student7204
71,4,34,15,16,96,Student7205
40,2,72,58,5,47,Student7206
61,4,61,87,8,43,Student7207
17,6,85,70,100,47,Student7208
75,95,16,34,86,71,Student7209
9,88,79,69,72,54,Student7210
50,1,17,36,55,35,Student7211
56,46,31,31,45,29,Student7212
88,71,12,87,3,51,Student7213
57,65,77,13,55,93,Student7214
38,0,8,3,38,13,Student7215
32,24,37,67,37,93,Student7216
40,48,29,44,45,47,Student7217
95,32,59,78,37,34,Student7218
89,25,60,88,87,98,Student7219
86,89,2,64,15,50,Student7220
56,77,91,97,82,84,Student7221
18,3,47,88,56,53,Student7222
95,26,49,37,99,3,Student7223
94,34,1,45,83,69,Student7224
100,7,7,6,20,72,Student7225
83,67,46,11,75,29,Student7226
4,59,91,23,16,34,Student7227
95,90,43,77,0,12,Student7228
53,67,35,18,17,40,Student7229
63,74,80,34,69,14,Student7230
78,16,33,70,55,15,Student7231
74,64,73,20,55,43,Student7232
95,23,83,89,52,0,Student7233
7,26,74,59,78,50,Student7234
75,28,95,77,83,22,Student7235
14,66,74,9,41,5,Student7236
12,11,10,26,6,11,Student7237
7,90,31,73,63,61,Student7238
48,45,28,58,2,80,Student7239
45,90,67,43,60,41,Student7240
43,76,56,65,98,89,Student7241
50,76,70,67,55,14,Student7242
92,54,94,54,83,6,Student7243
81,53,11,25,65,44,Student7244
96,23,12,41,67,84,Student7245
27,54,1,65,6,90,Student7246
53,100,2,85,79,53,Student7247
55,2,38,61,67,39,Student7248
41,53,2,93,77,26,Student7249
75,28,95,49,58,60,Student7250
9,34,38,72,86,72,Student7251
69,61,71,91,14,28,Student7252
42,1,58,82,68,99,Student7253
8,57,45,6,57,97,Student7254
63,1,49,44,36,59,Student7255
12,39,59,40,55,47,Student7256
12,96,6,21,33,52,Student7257
37,46,93,81,42,71,Student7258
94,41,10,39,67,56,Student7259
79,38,26,93,5,73,Student7260
28,61,29,68,77,37,Student7261
93,27,47,37,27,13,Student7262
98,75,23,11,49,23,Student7263
54,4,28,72,71,22,Student7264
86,66,21,37,38,93,Student7265
61,78,89,22,66,56,Student7266
27,31,91,28,11,42,Student7267
18,41,65,68,5,44,Student7268
65,1,95,45,84,82,Student7269
56,66,92,10,17,97,Student7270
44,27,73,4,44,46,Student7271
15,62,10,83,30,13,Student7272
76,47,99,42,38,0,Student7273
12,98,10,32,67,68,Student7274
60,88,81,49,85,96,Student7275
71,46,32,25,13,53,Student7276
10,98,95,92,10,64,Student7277
79,71,28,83,25,6,Student7278
66,16,66,89,23,94,Student7279
68,83,90,12,16,87,Student7280
26,15,60,76,31,3,Student7281
55,69,44,32,49,51,Student7282
50,71,74,8,70,6,Student7283
48,39,65,26,51,51,Student7284
47,18,33,12,34,72,Student7285
72,94,7,12,77,12,Student7286
73,98,36,18,83,38,Student7287
65,2,56,35,42,18,Student7288
7,78,47,60,12,6,Student7289
60,4,85,39,51,47,Student7290
86,19,60,53,46,58,Student7291
66,76,37,54,46,20,Student7292
92,46,79,20,96,100,Student7293
71,37,44,3,13,71,Student7294
5,100,68,54,100,50,Student7295
39,20,23,50,62,14,Student7296
93,38,80,42,76,71,Student7297
63,53,92,0,18,12,Student7298
29,57,20,1,39,39,Student7299
14,7,28,46,81,64,Student7300
17,75,19,29,21,31,Student7301
100,13,98,11,69,2,Student7302
15,50,66,52,86,53,Student7303
34,48,94,92,24,43,Student7304
35,76,22,43,95,86,Student7305
43,34,62,72,82,70,Student7306
7,71,44,94,77,66,Student7307
67,23,37,94,85,89,Student7308
65,89,35,41,65,8,Student7309
100,82,81,57,93,22,Student7310
77,39,42,40,1,81,Student7311
3,36,43,86,98,37,Student7312
66,16,81,75,74,43,Student7313
45,41,9,47,67,20,Student7314
93,52,78,33,33,72,Student7315
22,87,99,9,99,64,Student7316
74,76,80,54,43,100,Student7317
22,41,90,50,18,77,Student7318
75,0,9,100,16,78,Student7319
41,58,62,95,15,42,Student7320
73,63,46,23,46,65,Student7321
65,41,59,44,21,38,Student7322
21,16,33,87,54,93,Student7323
3,96,75,5,56,74,Student7324
60,81,72,53,90,18,Student7325
49,25,62,42,45,44,Student7326
57,86,87,91,61,43,Student7327
91,10,64,12,19,9,Student7328
6,69,66,90,76,64,Student7329
42,32,51,48,51,86,Student7330
69,11,77,63,5,34,Student7331
1,57,37,3,65,65,Student7332
89,41,46,22,94,98,Student7333
38,56,82,66,17,0,Student7334
44,94,88,73,96,67,Student7335
20,37,10,93,61,61,Student7336
81,95,98,14,79,88,Student7337
3,3,3,53,66,68,Student7338
58,3,74,54,46,54,Student7339
43,12,65,46,12,57,Student7340
83,92,57,10,47,0,Student7341
74,94,78,72,70,2,Student7342
15,11,79,37,51,89,Student7343
34,84,76,78,93,56,Student7344
83,59,53,68,52,72,Student7345
69,60,91,12,50,58,Student7346
30,91,95,3,75,48,Student7347
37,66,26,94,32,93,Student7348
27,11,67,22,41,70,Student7349
47,78,34,33,39,69,Student7350
32,62,74,85,41,87,Student7351
35,57,93,31,52,84,Student7352
85,15,29,4,17,29,Student7353
66,53,50,37,40,52,Student7354
36,15,61,36,6,16,Student7355
65,64,6,83,45,54,Student7356
81,17,82,90,60,81,Student7357
72,55,44,46,9,79,Student7358
61,9,58,74,9,28,Student7359
93,39,73,18,2,66,Student7360
72,53,70,91,84,24,Student7361
94,47,72,42,6,89,Student7362
45,72,3,37,51,68,Student7363
15,62,59,22,65,7,Student7364
80,59,73,53,96,100,Student7365
90,55,12,44,93,94,Student7366
83,46,42,35,92,88,Student7367
55,8,16,58,47,28,Student7368
72,62,11,37,66,81,Student7369
85,19,89,89,93,50,Student7370
49,40,34,18,6,18,Student7371
64,31,30,58,48,58,Student7372
68,100,87,71,47,7,Student7373
62,29,9,50,60,35,Student7374
12,48,24,1,22,91,Student7375
51,69,18,82,77,66,Student7376
27,89,65,41,33,15,Student7377
22,96,10,71,30,41,Student7378
40,36,94,69,49,9,Student7379
64,21,34,14,8,87,Student7380
34,9,28,20,33,61,Student7381
87,45,55,96,13,36,Student7382
8,88,64,88,100,0,Student7383
42,53,76,85,92,69,Student7384
21,5,65,71,96,94,Student7385
97,10,22,14,53,38,Student7386
96,13,19,0,48,50,Student7387
86,60,47,47,91,17,Student7388
91,50,45,73,0,27,Student7389
77,22,14,62,5,56,Student7390
9,36,26,0,86,96,Student7391
31,90,19,70,92,72,Student7392
98,9,4,67,83,89,Student7393
41,15,84,26,75,31,Student7394
49,6,88,41,20,27,Student7395
78,23,72,51,46,3,Student7396
99,17,94,73,78,5,Student7397
79,3,0,78,87,81,Student7398
94,58,61,42,16,94,Student7399
20,54,34,24,45,25,Student7400
5,12,86,81,62,99,Student7401
98,35,42,17,84,77,Student7402
15,92,54,35,69,9,Student7403
33,50,33,29,96,58,Student7404
60,89,57,79,77,65,Student7405
99,30,40,57,46,58,Student7406
49,78,82,36,32,19,Student7407
30,83,79,74,77,76,Student7408
20,83,62,87,96,33,Student7409
9,87,91,17,6,11,Student7410
44,59,45,6,16,26,Student7411
26,89,35,12,11,42,Student7412
37,84,63,59,47,77,Student7413
95,38,49,86,17,60,Student7414
85,44,66,94,94,6,Student7415
68,40,41,66,67,27,Student7416
8,95,44,42,91,27,Student7417
88,67,98,63,8,17,Student7418
84,84,75,75,69,96,Student7419
17,30,76,4,78,22,Student7420
26,68,2,32,16,61,Student7421
91,80,20,64,37,10,Student7422
6,86,54,25,45,90,Student7423
42,81,61,52,20,13,Student7424
61,12,10,58,59,94,Student7425
39,85,17,2,69,37,Student7426
88,8,8,30,12,72,Student7427
92,94,45,87,50,20,Student7428
52,53,34,88,17,30,Student7429
70,92,66,15,40,13,Student7430
81,31,49,85,52,93,Student7431
47,67,23,90,40,52,Student7432
23,13,59,70,29,17,Student7433
100,22,6,83,61,90,Student7434
58,37,53,44,94,0,Student7435
25,59,40,74,31,43,Student7436
10,39,35,39,87,8,Student7437
96,8,25,90,60,44,Student7438
66,53,13,32,100,36,Student7439
49,23,89,79,76,39,Student7440
48,42,12,53,99,56,Student7441
85,75,98,91,62,80,Student7442
48,94,31,46,24,19,Student7443
9,90,54,100,16,42,Student7444
8,29,83,63,33,88,Student7445
70,4,69,75,28,17,Student7446
70,35,17,9,20,13,Student7447
16,43,51,11,17,0,Student7448
79,4,39,53,47,52,Student7449
26,18,46,1,39,96,Student7450
16,1,1,65,27,0,Student7451
51,89,4,30,37,16,Student7452
14,63,54,14,64,81,Student7453
68,82,9,47,43,91,Student7454
50,59,54,69,27,95,Student7455
12,79,31,9,10,87,Student7456
26,17,43,50,8,66,Student7457
8,21,98,28,17,22,Student7458
38,56,0,8,40,38,Student7459
1,68,68,11,60,12,Student7460
88,48,87,80,97,99,Student7461
21,45,14,80,1,8,Student7462
21,1,90,13,13,73,Student7463
33,97,74,70,14,85,Student7464
16,2,10,58,16,4,Student7465
97,16,58,76,88,14,Student7466
17,4,89,52,59,25,Student7467
11,70,22,78,45,90,Student7468
69,60,48,48,80,17,Student7469
76,27,70,10,35,21,Student7470
27,26,61,43,15,41,Student7471
58,24,3,97,81,82,Student7472
21,25,47,8,33,25,Student7473
10,20,60,59,88,24,Student7474
78,88,4,66,53,31,Student7475
39,28,99,45,68,85,Student7476
98,85,74,96,50,26,Student7477
28,30,30,12,36,16,Student7478
20,95,15,83,13,50,Student7479
15,9,46,27,10,10,Student7480
93,83,37,71,19,57,Student7481
20,55,81,10,44,75,Student7482
29,33,46,64,30,65,Student7483
62,91,35,6,82,57,Student7484
25,94,5,60,18,22,Student7485
7,51,53,81,88,36,Student7486
15,90,3,43,28,44,Student7487
57,16,75,32,36,59,Student7488
62,88,25,94,70,51,Student7489
5,9,19,67,34,48,Student7490
99,64,69,14,76,41,Student7491
63,50,19,46,84,25,Student7492
7,99,60,34,2,58,Student7493
39,27,47,36,72,58,Student7494
25,65,40,37,77,13,Student7495
77,78,31,2,59,6,Student7496
44,53,50,48,65,17,Student7497
79,83,6,14,46,1,Student7498
19,37,63,0,92,66,Student7499
78,83,11,43,85,73,Student7500
8,92,36,14,12,22,Student7501
1,48,23,61,81,44,Student7502
14,93,24,93,2,41,Student7503
99,9,68,4,0,61,Student7504
30,75,84,66,39,36,Student7505
97,38,7,59,27,13,Student7506
95,0,69,23,59,100,Student7507
61,61,42,56,85,17,Student7508
51,57,1,6,42,35,Student7509
56,61,86,43,4,66,Student7510
17,73,6,62,21,16,Student7511
3,74,50,42,12,0,Student7512
43,94,69,37,72,60,Student7513
45,1,69,94,91,41,Student7514
11,18,49,28,35,99,Student7515
59,7,2,99,46,21,Student7516
34,85,57,88,83,23,Student7517
9,59,99,89,5,43,Student7518
77,12,96,71,54,38,Student7519
52,98,9,72,17,10,Student7520
11,23,64,69,0,82,Student7521
74,84,96,33,91,41,Student7522
90,20,63,5,24,56,Student7523
16,13,3,35,23,82,Student7524
73,49,4,36,35,39,Student7525
41,99,20,53,77,15,Student7526
45,81,84,91,14,28,Student7527
19,35,56,49,28,2,Student7528
76,22,52,63,100,47,Student7529
23,34,75,91,12,74,Student7530
1,100,30,9,61,13,Student7531
19,64,43,76,18,91,Student7532
7,41,38,79,74,81,Student7533
45,19,89,52,8,46,Student7534
13,68,75,14,46,20,Student7535
30,71,77,76,40,4,Student7536
73,5,92,21,61,31,Student7537
86,58,71,54,54,85,Student7538
3,27,30,5,33,60,Student7539
55,83,8,68,8,53,Student7540
0,42,32,65,71,85,Student7541
20,63,80,93,4,52,Student7542
99,92,19,51,38,72,Student7543
19,18,82,42,69,15,Student7544
77,8,64,52,76,44,Student7545
28,64,78,74,55,98,Student7546
87,86,45,68,26,27,Student7547
14,84,82,22,18,56,Student7548
11,43,84,91,25,12,Student7549
79,52,37,91,35,14,Student7550
85,38,54,72,27,57,Student7551
24,77,34,60,94,38,Student7552
48,92,2,68,75,18,Student7553
81,41,23,6,67,96,Student7554
97,1,89,54,78,0,Student7555
45,67,85,15,56,81,Student7556
66,25,39,53,6,48,Student7557
72,82,86,85,38,5,Student7558
37,43,90,88,95,49,Student7559
23,78,50,27,8,24,Student7560
55,84,60,98,88,99,Student7561
77,85,60,37,93,83,Student7562
87,77,27,29,98,65,Student7563
33,76,46,42,29,4,Student7564
41,56,21,47,5,18,Student7565
4,2,17,5,36,48,Student7566
33,18,87,68,49,53,Student7567
100,2,86,51,67,65,Student7568
59,9,100,44,70,65,Student7569
14,80,63,11,67,28,Student7570
43,31,96,78,55,70,Student7571
88,93,58,11,72,30,Student7572
61,23,47,22,90,22,Student7573
94,31,27,79,64,21,Student7574
41,63,78,71,32,12,Student7575
71,37,82,44,81,84,Student7576
15,61,27,46,19,1,Student7577
77,7,20,32,91,70,Student7578
92,15,56,11,66,17,Student7579
94,82,51,2,38,22,Student7580
81,85,58,88,80,11,Student7581
2,64,92,11,87,80,Student7582
73,14,18,30,83,45,Student7583
75,99,5,71,56,15,Student7584
33,28,55,93,17,89,Student7585
8,26,96,73,60,74,Student7586
49,25,61,49,23,81,Student7587
23,46,16,31,29,100,Student7588
66,94,71,22,83,83,Student7589
47,78,96,57,76,57,Student7590
20,38,62,95,61,9,Student7591
14,100,100,34,66,19,Student7592
57,37,38,97,100,92,Student7593
71,55,7,37,97,82,Student7594
7,85,79,100,7,18,Student7595
70,29,18,16,16,81,Student7596
11,12,74,4,85,64,Student7597
67,54,77,100,31,52,Student7598
77,34,80,67,31,34,Student7599
29,59,83,19,85,99,Student7600
28,88,91,38,16,3,Student7601
90,1,73,5,96,46,Student7602
87,95,81,43,39,16,Student7603
56,9,63,64,9,31,Student7604
48,9,28,13,38,51,Student7605
67,73,19,29,58,33,Student7606
14,92,70,32,1,7,Student7607
53,10,90,47,32,64,Student7608
11,89,5,55,40,28,Student7609
29,85,51,93,58,15,Student7610
13,99,87,2,81,33,Student7611
87,6,41,55,57,72,Student7612
19,51,31,92,7,40,Student7613
88,31,57,32,50,74,Student7614
90,100,0,92,11,98,Student7615
72,19,11,91,15,13,Student7616
96,53,37,21,6,78,Student7617
70,50,32,58,64,48,Student7618
68,41,33,47,69,48,Student7619
96,50,46,99,15,79,Student7620
76,11,16,14,17,65,Student7621
51,22,90,88,51,2,Student7622
72,64,4,19,61,71,Student7623
85,19,9,59,50,38,Student7624
71,5,70,12,34,52,Student7625
66,92,80,39,83,82,Student7626
38,22,23,68,62,53,Student7627
45,71,27,64,53,47,Student7628
43,65,44,1,51,98,Student7629
21,41,54,51,5,23,Student7630
90,13,6,13,36,74,Student7631
10,71,40,19,76,44,Student7632
62,44,48,61,75,88,Student7633
97,12,24,71,93,14,Student7634
83,88,8,84,74,11,Student7635
30,26,25,76,79,37,Student7636
97,68,23,5,80,41,Student7637
39,79,83,44,81,46,Student7638
24,97,25,84,39,4,Student7639
66,30,47,29,48,68,Student7640
67,23,52,55,37,54,Student7641
2,51,80,56,92,95,Student7642
7,82,65,7,26,0,Student7643
41,54,48,77,78,20,Student7644
53,67,98,57,95,33,Student7645
67,38,79,2,14,79,Student7646
55,93,5,81,93,4,Student7647
20,35,86,56,11,43,Student7648
72,99,39,95,5,30,Student7649
58,60,13,52,16,58,Student7650
88,49,83,15,62,79,Student7651
19,74,64,92,6,84,Student7652
72,96,10,61,59,96,Student7653
67,87,73,99,92,91,Student7654
96,88,26,36,20,79,Student7655
94,36,5,16,5,46,Student7656
81,24,52,87,69,77,Student7657
93,4,94,60,4,11,Student7658
72,13,55,28,29,34,Student7659
95,7,62,80,34,55,Student7660
84,90,51,18,69,22,Student7661
60,98,72,69,70,52,Student7662
65,22,39,32,15,0,Student7663
87,58,51,70,62,89,Student7664
17,42,40,22,72,64,Student7665
92,15,82,39,12,93,Student7666
64,5,29,11,15,86,Student7667
97,28,86,30,21,35,Student7668
72,59,49,12,66,28,Student7669
32,54,5,31,52,33,Student7670
9,10,91,100,91,8,Student7671
4,34,82,45,76,9,Student7672
44,76,18,27,72,14,Student7673
65,56,84,80,99,36,Student7674
10,93,26,95,48,83,Student7675
58,30,37,8,27,82,Student7676
94,84,1,9,21,9,Student7677
85,79,17,78,22,15,Student7678
8,59,71,66,25,57,Student7679
32,61,11,100,58,87,Student7680
21,78,59,81,51,48,Student7681
67,14,48,41,1,49,Student7682
11,36,79,19,46,51,Student7683
34,6,48,46,56,45,Student7684
48,77,92,27,70,10,Student7685
98,60,28,32,78,91,Student7686
20,98,44,20,51,93,Student7687
46,55,90,1,79,0,Student7688
36,79,37,67,99,5,Student7689
31,81,74,44,25,12,Student7690
45,26,96,99,70,84,Student7691
53,26,94,38,35,15,Student7692
54,48,15,9,41,22,Student7693
38,62,52,54,87,90,Student7694
77,62,13,29,48,79,Student7695
7,52,11,72,10,51,Student7696
7,48,0,46,5,18,Student7697
73,76,25,87,33,15,Student7698
57,26,71,13,11,46,Student7699
56,31,50,22,93,37,Student7700
50,86,9,68,46,72,Student7701
24,61,100,51,100,94,Student7702
9,58,91,17,69,32,Student7703
44,42,93,31,24,82,Student7704
58,63,90,11,88,28,Student7705
24,17,3,54,74,85,Student7706
30,4,10,45,54,76,Student7707
9,12,57,29,80,72,Student7708
10,89,20,16,37,73,Student7709
77,18,63,4,52,73,Student7710
98,93,42,73,40,40,Student7711
1,51,15,71,47,87,Student7712
77,68,80,72,59,90,Student7713
74,66,50,69,74,51,Student7714
70,55,22,90,5,69,Student7715
43,65,99,54,63,92,Student7716
71,94,6,97,89,71,Student7717
24,95,90,55,75,6,Student7718
33,88,59,25,73,95,Student7719
100,86,86,88,28,17,Student7720
88,83,72,43,33,44,Student7721
77,3,93,45,55,20,Student7722
26,76,49,9,97,6,Student7723
38,35,49,20,71,53,Student7724
27,48,59,36,15,4,Student7725
33,33,22,74,40,78,Student7726
46,6,4,53,3,12,Student7727
87,31,73,38,2,3,Student7728
50,22,40,8,39,74,Student7729
42,3,78,24,93,85,Student7730
81,94,20,48,34,94,Student7731
36,100,34,99,90,21,Student7732
41,57,72,56,55,42,Student7733
85,6,65,42,70,57,Student7734
26,74,73,100,83,22,Student7735
19,98,86,30,84,5,Student7736
55,81,44,59,34,88,Student7737
39,25,13,42,8,2,Student7738
20,92,68,94,94,33,Student7739
88,35,30,2,50,86,Student7740
97,86,51,51,88,48,Student7741
52,48,97,31,69,85,Student7742
3,20,87,73,92,49,Student7743
57,33,51,10,15,1,Student7744
24,61,77,65,32,31,Student7745
53,8,1,66,10,49,Student7746
14,80,82,66,84,90,Student7747
89,44,8,84,67,77,Student7748
46,57,49,65,74,68,Student7749
19,22,38,27,21,32,Student7750
54,34,24,81,31,16,Student7751
80,46,30,16,88,17,Student7752
98,95,76,62,32,65,Student7753
18,83,3,36,41,16,Student7754
95,29,83,29,79,44,Student7755
20,100,65,82,19,87,Student7756
22,42,3,1,8,20,Student7757
35,50,98,90,5,100,Student7758
10,80,73,66,18,100,Student7759
70,67,48,97,69,35,Student7760
95,25,69,79,74,25,Student7761
31,53,47,96,15,65,Student7762
38,42,71,89,53,30,Student7763
97,61,40,73,99,82,Student7764
71,28,70,92,60,7,Student7765
32,8,49,46,81,90,Student7766
63,4,17,96,9,35,Student7767
46,87,72,9,96,21,Student7768
97,95,35,4,99,19,Student7769
17,34,9,38,31,54,Student7770
59,27,66,29,91,96,Student7771
59,79,3,66,61,2,Student7772
23,36,58,92,51,77,Student7773
70,12,0,72,90,38,Student7774
52,81,32,96,48,36,Student7775
54,46,44,61,69,82,Student7776
33,6,82,13,45,57,Student7777
23,99,62,72,28,95,Student7778
32,21,80,14,69,55,Student7779
91,9,74,75,79,98,Student7780
89,9,67,96,96,98,Student7781
8,84,25,2,26,90,Student7782
100,91,23,36,18,51,Student7783
63,88,44,23,42,84,Student7784
52,53,33,35,98,68,Student7785
72,34,91,44,100,33,Student7786
26,60,61,1,74,64,Student7787
76,53,81,51,33,16,Student7788
11,74,35,69,76,3,Student7789
59,55,71,9,79,94,Student7790
72,72,76,87,26,92,Student7791
9,18,41,32,94,88,Student7792
25,97,88,8,79,19,Student7793
13,46,90,35,32,52,Student7794
84,75,9,3,53,36,Student7795
63,44,47,2,45,78,Student7796
35,86,44,23,59,69,Student7797
0,10,83,35,64,72,Student7798
75,13,75,49,48,18,Student7799
29,32,4,63,34,6,Student7800
54,5,3,48,37,27,Student7801
47,93,74,46,32,41,Student7802
89,19,28,51,80,6,Student7803
80,91,54,1,15,55,Student7804
97,85,89,42,58,14,Student7805
96,12,94,98,84,24,Student7806
55,99,94,49,0,57,Student7807
72,7,7,77,83,4,Student7808
70,14,24,48,46,40,Student7809
85,15,9,42,87,66,Student7810
69,0,66,63,39,0,Student7811
29,64,71,41,55,44,Student7812
44,41,78,0,97,35,Student7813
41,70,89,23,72,40,Student7814
79,76,70,58,59,97,Student7815
60,51,46,40,64,8,Student7816
8,45,86,7,93,12,Student7817
18,26,97,10,64,97,Student7818
88,36,10,97,34,49,Student7819
23,47,64,83,27,56,Student7820
62,58,72,22,79,98,Student7821
22,35,23,17,73,41,Student7822
100,45,78,82,98,21,Student7823
90,55,85,78,14,0,Student7824
73,62,77,80,62,98,Student7825
73,63,68,45,17,73,Student7826
61,52,91,50,83,73,Student7827
2,98,63,65,15,70,Student7828
2,23,84,3,21,93,Student7829
8,80,100,46,80,29,Student7830
36,50,35,53,24,8,Student7831
74,44,7,23,17,67,Student7832
29,48,62,98,69,47,Student7833
6,41,99,60,53,45,Student7834
94,59,99,70,75,94,Student7835
54,90,80,76,58,16,Student7836
59,34,16,20,52,44,Student7837
25,52,64,17,17,69,Student7838
65,37,93,80,56,65,Student7839
69,37,54,50,3,9,Student7840
52,55,51,71,70,57,Student7841
30,58,42,24,35,60,Student7842
4,63,32,91,30,15,Student7843
41,15,29,97,19,29,Student7844
45,35,86,74,69,61,Student7845
48,21,26,53,1,56,Student7846
23,74,66,62,63,16,Student7847
1,53,8,17,3,70,Student7848
74,54,58,15,30,88,Student7849
85,86,16,36,79,84,Student7850
74,66,10,81,72,14,Student7851
65,47,23,77,76,16,Student7852
53,65,56,59,52,11,Student7853
2,41,43,98,75,95,Student7854
2,37,58,76,10,35,Student7855
0,28,78,91,45,69,Student7856
55,39,41,48,18,71,Student7857
72,37,56,60,50,48,Student7858
90,89,40,26,25,0,Student7859
61,63,45,82,94,50,Student7860
18,20,96,70,94,11,Student7861
89,91,35,93,77,3,Student7862
91,76,83,83,48,29,Student7863
94,27,68,64,32,91,Student7864
55,3,17,69,14,21,Student7865
54,24,21,64,4,46,Student7866
56,55,91,68,13,66,Student7867
76,40,75,96,68,7,Student7868
11,92,75,2,86,58,Student7869
80,73,41,36,25,42,Student7870
66,80,78,88,0,62,Student7871
54,87,27,50,35,24,Student7872
23,72,82,51,0,93,Student7873
0,77,38,12,90,27,Student7874
36,54,60,18,98,96,Student7875
25,57,47,34,73,22,Student7876
24,26,34,3,76,85,Student7877
4,76,10,11,86,67,Student7878
74,20,45,99,93,76,Student7879
35,44,23,29,56,60,Student7880
38,65,60,71,1,79,Student7881
44,73,85,78,51,83,Student7882
1,1,93,97,94,32,Student7883
6,52,59,1,95,46,Student7884
65,8,3,0,8,8,Student7885
86,58,11,22,67,54,Student7886
82,90,48,33,33,39,Student7887
4,15,81,71,13,59,Student7888
73,70,40,67,63,24,Student7889
49,15,98,53,27,95,Student7890
18,97,70,14,84,48,Student7891
75,99,25,2,69,96,Student7892
100,98,98,17,41,4,Student7893
17,87,61,56,42,47,Student7894
48,30,10,77,76,25,Student7895
72,44,18,22,78,93,Student7896
97,19,57,63,84,91,Student7897
39,81,10,63,35,60,Student7898
83,10,86,49,100,82,Student7899
32,51,76,8,5,76,Student7900
91,47,60,44,73,36,Student7901
67,4,7,30,70,95,Student7902
43,88,54,94,23,68,Student7903
72,98,53,82,31,7,Student7904
99,77,87,56,88,36,Student7905
45,11,88,28,30,32,Student7906
18,90,45,40,85,26,Student7907
16,73,43,65,31,81,Student7908
78,92,33,47,12,54,Student7909
93,27,51,45,36,61,Student7910
58,89,51,75,37,50,Student7911
37,22,32,39,34,66,Student7912
16,17,91,67,5,56,Student7913
29,100,84,71,78,40,Student7914
70,62,15,49,40,51,Student7915
13,5,46,43,32,58,Student7916
39,6,0,57,64,17,Student7917
25,71,52,5,3,71,Student7918
1,3,92,49,99,18,Student7919
64,21,89,83,9,31,Student7920
6,56,76,18,43,15,Student7921
38,30,18,38,43,59,Student7922
20,26,14,100,4,78,Student7923
22,93,85,56,52,57,Student7924
96,7,91,37,79,20,Student7925
13,25,88,54,71,80,Student7926
66,87,0,21,10,56,Student7927
26,29,24,27,48,0,Student7928
28,71,98,41,21,74,Student7929
99,5,6,53,13,86,Student7930
64,34,18,6,12,97,Student7931
10,28,22,99,70,91,Student7932
11,42,34,42,6,91,Student7933
49,70,69,86,22,87,Student7934
53,75,47,83,19,16,Student7935
50,20,38,43,43,97,Student7936
75,95,86,18,89,79,Student7937
6,49,37,32,10,94,Student7938
72,35,86,9,79,54,Student7939
2,48,52,87,89,60,Student7940
60,30,73,64,56,100,Student7941
55,63,82,5,34,6,Student7942
66,65,10,15,74,100,Student7943
39,36,56,49,55,17,Student7944
32,40,70,11,93,4,Student7945
60,43,31,64,30,80,Student7946
84,36,19,10,54,37,Student7947
2,62,28,56,98,51,Student7948
59,63,40,18,16,20,Student7949
100,21,32,72,9,95,Student7950
4,86,22,64,29,22,Student7951
31,35,1,42,25,84,Student7952
92,9,58,29,54,11,Student7953
10,48,18,55,34,9,Student7954
84,43,11,9,32,38,Student7955
95,74,29,90,32,33,Student7956
51,59,69,9,29,70,Student7957
5,59,47,90,28,64,Student7958
26,58,55,42,9,38,Student7959
56,45,82,37,12,100,Student7960
86,87,15,18,50,21,Student7961
93,52,33,26,55,72,Student7962
14,22,58,96,91,12,Student7963
55,6,23,17,23,27,Student7964
0,70,74,51,23,65,Student7965
30,42,48,52,33,59,Student7966
26,76,37,92,100,7,Student7967
96,37,66,87,60,36,Student7968
42,3,87,83,87,45,Student7969
61,37,50,92,45,9,Student7970
13,83,6,63,14,4,Student7971
61,11,74,72,25,89,Student7972
27,28,16,38,73,32,Student7973
20,86,73,77,20,59,Student7974
34,71,40,98,9,71,Student7975
78,1,61,45,87,33,Student7976
50,72,62,33,9,92,Student7977
77,11,69,84,75,95,Student7978
51,86,9,2,98,58,Student7979
89,11,89,72,18,33,Student7980
76,24,85,55,13,22,Student7981
51,44,46,34,13,72,Student7982
95,32,52,97,18,63,Student7983
55,64,39,87,20,46,Student7984
88,52,18,35,43,44,Student7985
93,57,6,65,77,16,Student7986
68,54,47,33,94,90,Student7987
18,57,97,87,21,53,Student7988
93,85,15,70,92,62,Student7989
94,51,4,87,80,5,Student7990
14,60,28,96,47,27,Student7991
15,11,68,96,74,84,Student7992
54,44,60,60,84,25,Student7993
79,68,10,65,31,21,Student7994
53,79,50,21,98,81,Student7995
36,52,36,90,35,39,Student7996
32,44,46,75,19,23,Student7997
4,12,40,55,71,94,Student7998
22,78,11,70,55,62,Student7999
52,39,24,60,18,93,Student8000
60,55,36,62,70,36,Student8001
26,46,17,67,17,66,Student8002
72,33,60,18,56,48,Student8003
58,88,78,37,64,95,Student8004
62,100,74,53,56,81,Student8005
62,99,41,33,5,75,Student8006
71,66,33,32,36,3,Student8007
41,15,47,22,33,66,Student8008
20,27,99,84,27,54,Student8009
9,36,75,27,100,76,Student8010
72,34,64,2,66,41,Student8011
